,image_name,simple_segment_id,segment_id,start_point_x,start_point_y,end_point_x,end_point_y,seg_number,seg_length,avg_color,avg_red,avg_green,avg_blue,angle_left,angle_right,f_center_x,f_center_y
17,00371,d17,a07ab7ba-fcdb-4919-a15e-a779be64730e,1399,973,1439,885,17,106,87,12,243,7,0.28956131881668856,0.24562390758500063,1028,1032
18,00371,d18,75d632c0-d7e0-4433-8b08-8cac7b27e43b,1439,885,1467,732,18,160,87,11,244,7,0.24562390758500063,0.5699254768560649,1028,1032
19,00371,d19,6eccae5a-d953-4463-b39f-8e315451ad51,1467,732,1495,702,19,51,87,25,230,7,0.5699254768560649,1.2700751766444631,1028,1032
20,00371,d20,9ef803d9-673b-452e-baa8-2daf8cd80047,1495,702,1487,688,20,22,86,96,159,5,1.2700751766444631,0.9533904350433238,1028,1032
21,00371,d21,f0b06b0f-1b7e-4e5b-bfae-f8dcef3a0c2c,1487,688,1519,619,21,83,87,14,241,7,0.9533904350433238,0.7786447228395978,1028,1032
22,00371,d22,b6c09c10-4820-4ed7-abd2-beff93b43d64,1519,619,1486,527,22,101,87,12,243,7,0.7786447228395978,0.8556311143205866,1028,1032
23,00371,d23,20542cc5-69ab-4e6b-ae9b-480183b1d6d0,1486,527,1509,486,23,48,87,23,232,7,0.8556311143205866,0.6266573726447144,1028,1032
24,00371,d24,bc5f46eb-5bba-4803-a1bd-f2e388dd3a70,1509,486,1501,417,24,76,87,25,230,7,0.6266573726447144,0.4777277661020629,1028,1032
25,00371,d25,fbf3e890-2179-4410-9872-addb31a3ffad,1501,417,1548,293,25,142,87,10,245,7,0.4777277661020629,0.5809700516090803,1028,1032
26,00371,d26,b935bf44-7634-41af-96e5-00968ff4528b,1548,293,1542,266,26,28,86,62,192,6,0.5809700516090803,0.9772866655653569,1028,1032
27,00371,d27,cee1d7de-6bc4-404a-bcc8-2648f6eb5eaf,1542,266,1481,242,27,74,87,17,238,7,0.9772866655653569,0.4450128491118903,1028,1032
28,00371,d28,db599654-2bb5-4f15-921d-0e68bc200c60,1481,242,1168,264,28,348,87,10,245,7,0.4450128491118903,0.6626429680302137,1028,1032
29,00371,d29,c2096810-fa9c-4a64-8756-519276c74922,1168,264,1078,345,29,141,87,10,245,7,0.6626429680302137,0.34681762672212946,1028,1032
30,00371,d30,70b3f81b-42c3-4207-a981-b22c45ff61a1,1078,345,1055,388,30,57,87,23,232,7,0.34681762672212946,0.4826697912932345,1028,1032
31,00371,d31,c373aecb-4db0-41da-888b-3eb65f21be28,1055,388,927,475,31,180,87,9,246,7,0.4826697912932345,0.4600348179421223,1028,1032
32,00371,d32,3712d43f-40eb-4a4f-9d30-eeedd036746d,927,475,870,576,32,133,87,10,245,7,0.4600348179421223,0.36377462931653737,1028,1032
33,00371,d33,60562b6f-b2fd-4898-995f-9c37c4f417b8,870,576,805,630,33,81,87,12,243,7,0.36377462931653737,0.854588743512458,1028,1032
34,00371,d34,de3f7fcc-9a1a-49a3-adf0-095984ef1d12,805,630,803,717,34,100,87,32,223,7,0.854588743512458,0.5039587697479777,1028,1032
35,00371,d35,ce42af21-2a52-4a33-b382-5657e19475d4,803,717,771,772,35,80,87,16,239,7,0.5039587697479777,0.4220662884591957,1028,1032
36,00371,d36,e845a466-e835-4a55-9a34-94b05bd50fa4,771,772,763,848,36,77,87,27,228,7,0.4220662884591957,0.7009265553537523,1028,1032
37,00371,d37,d548823f-387a-478a-a0ed-fe01aed18ed6,763,848,738,872,37,43,87,33,222,7,0.7009265553537523,0.8058034940839867,1028,1032
38,00371,d38,7429a0d2-45b0-4c6f-8576-588e7b954ab5,738,872,738,965,38,94,87,31,224,7,0.8058034940839867,0.2851177351725962,1028,1032
39,00371,d39,abcff0e3-23d2-4233-8882-a39e586c4376,738,965,721,1023,39,70,87,22,233,7,0.2851177351725962,0.6833912454873365,1028,1032
40,00371,d40,b61c0533-442f-408a-9b00-50d743bc370a,721,1023,705,1034,40,24,86,87,167,5,0.6833912454873365,0.644416510170061,1028,1032
41,00371,d41,b7e7f074-182d-4912-ac53-c90b62ed1580,705,1034,662,1162,41,153,87,10,245,7,0.644416510170061,1.180135692529201,1028,1032
42,00371,d42,6b16d34f-ca1a-45cb-90ad-c2aaaeced908,662,1162,647,1163,42,16,86,138,117,3,1.180135692529201,1.5042281630190728,1028,1032
43,00371,d43,00374fe5-b4cc-4bf5-a2e3-46177999db5d,647,1163,647,1184,43,22,86,113,141,4,1.5042281630190728,0.7509290623979403,1028,1032
44,00371,d44,2ab1ffe2-a700-4b3d-ad5e-0d0678831340,647,1184,605,1229,44,72,87,16,239,7,0.7509290623979403,0.4231905556173845,1028,1032
45,00371,d45,677e13f0-1f46-4e0c-b343-285d408926f9,605,1229,588,1279,45,58,87,24,231,7,0.4231905556173845,1.1187028254675795,1028,1032
46,00371,d46,84cdb85e-2d52-400a-9479-0c4f38769a93,588,1279,572,1281,46,17,86,131,124,4,1.1187028254675795,1.4348139492917513,1028,1032
47,00371,d47,db7cdb3c-440a-4260-b124-19adbec44a09,572,1281,571,1367,47,87,87,33,222,7,1.4348139492917513,0.8154133595396531,1028,1032
48,00371,d48,a3cf8214-3a4b-43a6-863a-d72d941af66c,571,1367,546,1390,48,38,87,34,221,7,0.8154133595396531,0.7984770846572768,1028,1032
49,00371,d49,7b3503c1-7d5c-48e4-b636-03041bf83d7b,546,1390,545,1425,49,36,86,70,185,5,0.7984770846572768,0.7871282654774636,1028,1032
50,00371,d50,234291d9-8a1f-4725-b066-ef230cbd7077,545,1425,528,1441,50,24,87,60,195,6,0.7871282654774636,0.9722938002982389,1028,1032
51,00371,d51,bf9ca3a9-d81f-4cec-bfa1-ce4a266dfa93,528,1441,537,1498,51,60,87,34,221,7,0.9722938002982389,0.3405453335191906,1028,1032
52,00371,d52,3f3c25c1-c221-42db-be09-a7029f536a1c,537,1498,521,1584,52,96,87,25,230,7,0.3405453335191906,0.35811948738019606,1028,1032
