,image_name,simple_segment_id,segment_id,start_point_x,start_point_y,end_point_x,end_point_y,seg_number,seg_length,avg_color,avg_red,avg_green,avg_blue,angle_left,angle_right,f_center_x,f_center_y
15,00368,c15,d08fd408-362c-4ccb-b710-897cd594628b,932,1700,1102,1646,15,196,87,9,246,7,0.8171593732142592,0.4715418297394076,1032,1033
16,00368,c16,92b03123-fc17-4687-840c-7005a934127e,1102,1646,1182,1567,16,126,87,10,245,7,0.4715418297394076,0.56107410759481,1032,1033
17,00368,c17,0bbce378-1b87-46cc-a43f-7e7de5662476,1182,1567,1349,1530,17,186,87,10,245,7,0.56107410759481,0.3678079491422306,1032,1033
18,00368,c18,dbb1965c-119b-4133-832f-40e7f20c4984,1349,1530,1456,1459,18,143,87,10,245,7,0.3678079491422306,0.4573688146019679,1032,1033
19,00368,c19,b35f9c70-d8a4-472a-b613-c557367b9aea,1456,1459,1530,1332,19,164,87,9,246,7,0.4573688146019679,0.2747609607030861,1032,1033
20,00368,c20,09a0e2af-e58d-422b-b5b6-4e9a53430806,1530,1332,1590,1274,20,86,87,12,243,7,0.2747609607030861,0.4644675049635749,1032,1033
21,00368,c21,1b6879ec-1be2-4841-9a16-2827afeb8a6e,1590,1274,1616,1200,21,80,87,15,240,7,0.4644675049635749,0.6197107896801088,1032,1033
22,00368,c22,ef1c0a1f-d134-4301-b30d-d761ac4a403a,1616,1200,1643,1181,22,37,87,36,219,7,0.6197107896801088,0.414029770541239,1032,1033
23,00368,c23,c6d4f575-3d34-4c6b-826e-e47443bbbb43,1643,1181,1756,994,23,239,87,8,247,7,0.414029770541239,0.30432760741548703,1032,1033
24,00368,c24,a8b04a1c-feee-4a0f-8bdc-ad0140fe9d1e,1756,994,1776,912,24,86,87,16,239,7,0.30432760741548703,1.0418694345556387,1032,1033
25,00368,c25,b09ec604-4a76-45dd-8784-3c4e71f1eb3e,1776,912,1717,855,25,91,87,12,243,7,1.0418694345556387,0.47204334632795364,1032,1033
26,00368,c26,8e1af0e0-2ed2-4135-b030-497845d9073e,1717,855,1658,837,26,71,87,21,234,7,0.47204334632795364,0.6709318475224957,1032,1033
27,00368,c27,db91edfa-f384-4d4d-90fe-536a9865df0c,1658,837,1638,808,27,40,87,29,226,7,0.6709318475224957,0.6004716035532813,1032,1033
28,00368,c28,563277b0-9f08-49e9-bb67-47cc297679ff,1638,808,1526,765,28,131,87,10,245,7,0.6004716035532813,0.6535453860384668,1032,1033
29,00368,c29,5ff78bb9-0e08-4605-b469-3c142d55478e,1526,765,1456,651,29,142,87,9,246,7,0.6535453860384668,0.9076936450524551,1032,1033
30,00368,c30,3c11fe7a-2ba9-45ef-8b3c-35da82f5bc65,1456,651,1394,644,30,65,87,37,217,7,0.9076936450524551,0.8560818498297422,1032,1033
31,00368,c31,fd2a73af-652d-45fa-8e26-4943b23d44ac,1394,644,1361,596,31,73,87,16,239,7,0.8560818498297422,0.4206454491580969,1032,1033
32,00368,c32,de898bf8-a1f4-466e-acec-60fc0e145f73,1361,596,1302,560,32,88,87,14,241,7,0.4206454491580969,0.31456657996520887,1032,1033
33,00368,c33,5d5b9ad1-4c17-4bc2-a5d5-8092f991c264,1302,560,1100,512,33,215,87,9,246,7,0.31456657996520887,0.6527744132919882,1032,1033
34,00368,c34,c3460bb7-99a8-4e34-8adc-cf188af66da2,1100,512,1026,545,34,94,87,14,241,7,0.6527744132919882,0.7803142447884515,1032,1033
35,00368,c35,ad544f22-c9d7-4105-84ed-c78d33c77c80,1026,545,973,525,35,61,87,21,234,7,0.7803142447884515,0.42568081058629703,1032,1033
36,00368,c36,8532e4f8-3284-4cac-b548-cd43325e5bbf,973,525,896,530,36,85,87,36,219,7,0.42568081058629703,0.6902603759254662,1032,1033
37,00368,c37,727e74d3-4656-488d-a87c-b55bad28f830,896,530,845,578,37,81,87,14,241,7,0.6902603759254662,0.9805072543007345,1032,1033
38,00368,c38,a7fcf28d-8918-4d44-83ab-da74109730b9,845,578,688,542,38,172,87,10,245,7,0.9805072543007345,0.45530727895396605,1032,1033
39,00368,c39,2d874a1e-ad2a-4437-be57-6a19516b4e41,688,542,500,586,39,212,87,10,245,7,0.45530727895396605,0.3324842805501995,1032,1033
40,00368,c40,95de7adb-e0ca-4959-9b78-eddf3dd5e0a2,500,586,432,579,40,70,87,35,220,7,0.3324842805501995,0.6821438377116178,1032,1033
41,00368,c41,52d894fd-e75b-44bf-b6a2-e029793400fe,432,579,377,615,41,75,87,16,239,7,0.6821438377116178,1.108341086068438,1032,1033
42,00368,c42,c57f2747-e1b8-4d86-aab1-2942530deab7,377,615,385,683,42,76,87,32,223,7,1.108341086068438,0.5240795299356353,1032,1033
43,00368,c43,74f67bb5-c473-445c-902e-3d369531c2bf,385,683,360,741,43,76,87,18,237,7,0.5240795299356353,0.5290029037217701,1032,1033
44,00368,c44,dbe867fb-802b-4d50-91ea-243955caac9a,360,741,373,847,44,113,87,18,236,7,0.5290029037217701,0.30946123079667265,1032,1033
45,00368,c45,610aead7-f3f2-47b9-9ccf-a05aeea686ee,373,847,351,963,45,121,87,17,238,7,0.30946123079667265,0.3915016578802075,1032,1033
